offer_id,customer_id,campaign_id,product_name,lead_source,decile_group,loan_amount,interest_rate
OFFER-01451,CUST-4AC6B6C6,CMP-001,Personal Loan,Partner_Referral,9,25000,6.99
OFFER-01452,CUST-4AD25317,CMP-007,Personal Loan,Partner_Referral,9,20000,6.99
OFFER-01453,CUST-4AD6D97E,CMP-002,Personal Loan,Partner_Referral,8,12000,9.49
OFFER-01454,CUST-4AE28042,CMP-003,Signature Credit Card,Organic_Web_Form,5,2500,18.0
OFFER-01455,CUST-4AE33DAD,CMP-002,Personal Loan,Organic_Web_Form,10,30000,5.99
OFFER-01456,CUST-4B094BC3,CMP-006,Personal Loan,Organic_Web_Form,9,12000,6.99
OFFER-01457,CUST-4B0D2B82,CMP-003,Signature Credit Card,Cold_Bought_List,4,2000,18.5
OFFER-01458,CUST-4B2E8747,CMP-001,Signature Credit Card,Organic_Web_Form,7,6000,16.99
OFFER-01459,CUST-4B65187C,CMP-002,Personal Loan,Organic_Web_Form,8,12000,9.49
OFFER-01460,CUST-4B6690FD,CMP-003,Signature Credit Card,Cold_Bought_List,4,1000,18.99
OFFER-01461,CUST-4B6CCEE1,CMP-003,Signature Credit Card,Organic_Web_Form,10,5000,9.49
OFFER-01462,CUST-4B6CCEE1,CMP-007,Personal Loan,Organic_Web_Form,10,25000,5.99
OFFER-01463,CUST-4B6CCEE1,CMP-009,Personal Loan,Partner_Referral,10,30000,5.99
OFFER-01464,CUST-4B8185D5,CMP-003,Personal Loan,Partner_Referral,10,30000,6.99
OFFER-01465,CUST-4B822786,CMP-003,Signature Credit Card,Partner_Referral,10,7500,12.5
OFFER-01466,CUST-4B8FC68A,CMP-002,Signature Credit Card,Cold_Bought_List,1,500,24.99
OFFER-01467,CUST-4B938C39,CMP-009,Signature Credit Card,Partner_Referral,3,300,22.99
OFFER-01468,CUST-4B94A95E,CMP-005,Signature Credit Card,Organic_Web_Form,9,7500,14.99
OFFER-01469,CUST-4BAEF17F,CMP-002,Signature Credit Card,Organic_Web_Form,6,7500,14.99
OFFER-01470,CUST-4BBBB36C,CMP-006,Personal Loan,Cold_Bought_List,2,8000,12.0
OFFER-01471,CUST-4BBD4533,CMP-001,Personal Loan,Cold_Bought_List,1,2000,24.99
OFFER-01472,CUST-4BC1DC21,CMP-003,Signature Credit Card,Cold_Bought_List,4,2000,18.49
OFFER-01473,CUST-4BD11E98,CMP-006,Personal Loan,Partner_Referral,4,8000,14.99
OFFER-01474,CUST-4BDAFD23,CMP-003,Signature Credit Card,Partner_Referral,10,3000,12.99
OFFER-01475,CUST-4BDC1039,CMP-002,Personal Loan,Partner_Referral,7,15000,10.49
OFFER-01476,CUST-4BE170A3,CMP-003,Signature Credit Card,Partner_Referral,4,2000,16.99
OFFER-01477,CUST-4C131027,CMP-002,Signature Credit Card,Partner_Referral,6,3000,16.99
OFFER-01478,CUST-4C131027,CMP-003,Signature Credit Card,Cold_Bought_List,2,1000,24.99
OFFER-01479,CUST-4C1A1687,CMP-005,Signature Credit Card,Organic_Web_Form,9,7500,9.99
OFFER-01480,CUST-4C233A2C,CMP-006,Personal Loan,Cold_Bought_List,2,3000,14.99
OFFER-01481,CUST-4C399560,CMP-003,Personal Loan,Organic_Web_Form,10,20000,6.99
OFFER-01482,CUST-4C468EDD,CMP-003,Personal Loan,Organic_Web_Form,5,6000,11.0
OFFER-01483,CUST-4C5D0BE1,CMP-001,Signature Credit Card,Organic_Web_Form,10,15000,12.5
OFFER-01484,CUST-4C6E4AA8,CMP-007,Signature Credit Card,Organic_Web_Form,10,5000,12.0
OFFER-01485,CUST-4C7BB84B,CMP-002,Signature Credit Card,Cold_Bought_List,2,2000,21.99
OFFER-01486,CUST-4C7FC74E,CMP-006,Personal Loan,Partner_Referral,9,20000,6.99
OFFER-01487,CUST-4C984815,CMP-002,Signature Credit Card,Cold_Bought_List,7,3000,13.99
OFFER-01488,CUST-4CC45F1E,CMP-006,Personal Loan,Cold_Bought_List,2,5000,16.99
OFFER-01489,CUST-4CD96DE6,CMP-003,Signature Credit Card,Cold_Bought_List,2,3000,21.99
OFFER-01490,CUST-4CF64E07,CMP-002,Personal Loan,Organic_Web_Form,6,12000,9.49
OFFER-01491,CUST-4CFA1B67,CMP-006,Personal Loan,Cold_Bought_List,1,3000,22.99
OFFER-01492,CUST-4D1873BD,CMP-001,Signature Credit Card,Cold_Bought_List,1,500,22.99
OFFER-01493,CUST-4D3A2748,CMP-001,Signature Credit Card,Cold_Bought_List,1,500,24.99
OFFER-01494,CUST-4D411BF8,CMP-006,Personal Loan,Organic_Web_Form,9,12000,7.99
OFFER-01495,CUST-4D45D3F1,CMP-002,Personal Loan,Cold_Bought_List,1,5000,18.49
OFFER-01496,CUST-4D6B7D90,CMP-001,Signature Credit Card,Organic_Web_Form,8,15000,12.5
OFFER-01497,CUST-4D6B7D90,CMP-007,Signature Credit Card,Organic_Web_Form,4,3000,18.49
OFFER-01498,CUST-4D769699,CMP-003,Personal Loan,Organic_Web_Form,4,5000,12.5
OFFER-01499,CUST-4DD4819D,CMP-008,Signature Credit Card,Partner_Referral,5,12000,12.99
OFFER-01500,CUST-4DE26E0A,CMP-001,Signature Credit Card,Organic_Web_Form,10,10000,12.99
OFFER-01501,CUST-4DE4CEA0,CMP-002,Personal Loan,Organic_Web_Form,10,20000,6.99
OFFER-01502,CUST-4DE5D0A3,CMP-002,Personal Loan,Organic_Web_Form,8,12000,8.49
OFFER-01503,CUST-4DEAD9DD,CMP-009,Personal Loan,Organic_Web_Form,10,30000,6.99
OFFER-01504,CUST-4E097317,CMP-001,Signature Credit Card,Organic_Web_Form,2,2500,17.99
OFFER-01505,CUST-4E388E2C,CMP-004,Signature Credit Card,Partner_Referral,7,3000,15.49
OFFER-01506,CUST-4E388E2C,CMP-005,Signature Credit Card,Organic_Web_Form,9,7500,11.99
OFFER-01507,CUST-4E3BDF98,CMP-002,Signature Credit Card,Organic_Web_Form,7,8000,11.49
OFFER-01508,CUST-4E560750,CMP-007,Personal Loan,Partner_Referral,9,20000,6.99
OFFER-01509,CUST-4E58DEE9,CMP-003,Signature Credit Card,Cold_Bought_List,1,1000,22.99
OFFER-01510,CUST-4E6198F8,CMP-002,Personal Loan,Organic_Web_Form,9,20000,7.99
OFFER-01511,CUST-4E829C96,CMP-006,Personal Loan,Partner_Referral,4,8000,16.99
OFFER-01512,CUST-4E8CF582,CMP-009,Personal Loan,Partner_Referral,10,25000,5.99
OFFER-01513,CUST-4E978394,CMP-001,Signature Credit Card,Partner_Referral,7,15000,12.99
OFFER-01514,CUST-4E97B871,CMP-002,Personal Loan,Cold_Bought_List,2,8000,22.5
OFFER-01515,CUST-4E97B871,CMP-003,Personal Loan,Cold_Bought_List,2,7500,21.99
OFFER-01516,CUST-4E97B871,CMP-004,Personal Loan,Cold_Bought_List,4,8000,17.25
OFFER-01517,CUST-4EAEF575,CMP-003,Signature Credit Card,Partner_Referral,10,25000,9.99
OFFER-01518,CUST-4EB20D79,CMP-008,Personal Loan,Organic_Web_Form,10,25000,5.99
OFFER-01519,CUST-4EB5D713,CMP-007,Signature Credit Card,Organic_Web_Form,8,10000,12.99
OFFER-01520,CUST-4EBE3F4C,CMP-001,Signature Credit Card,Cold_Bought_List,2,1000,21.99
OFFER-01521,CUST-4EC4CB98,CMP-002,Signature Credit Card,Organic_Web_Form,9,3000,14.99
OFFER-01522,CUST-4EC62616,CMP-010,Personal Loan,Partner_Referral,10,30000,5.99
OFFER-01523,CUST-4EC71993,CMP-006,Personal Loan,Cold_Bought_List,4,4000,18.99
OFFER-01524,CUST-4ED45333,CMP-006,Personal Loan,Partner_Referral,9,20000,6.99
OFFER-01525,CUST-4ED5818C,CMP-002,Signature Credit Card,Partner_Referral,7,3000,15.49
OFFER-01526,CUST-4ED5818C,CMP-010,Personal Loan,Partner_Referral,7,20000,7.99
OFFER-01527,CUST-4EEB83B1,CMP-010,Signature Credit Card,Cold_Bought_List,1,500,24.99
OFFER-01528,CUST-4EF1B6AF,CMP-009,Personal Loan,Partner_Referral,6,12000,17.0
OFFER-01529,CUST-4F0E6106,CMP-001,Personal Loan,Organic_Web_Form,9,20000,6.99
OFFER-01530,CUST-4F2204FA,CMP-001,Signature Credit Card,Organic_Web_Form,7,10000,13.99
OFFER-01531,CUST-4F53B0C6,CMP-001,Signature Credit Card,Cold_Bought_List,1,2000,21.99
OFFER-01532,CUST-4F5A3951,CMP-003,Signature Credit Card,Cold_Bought_List,1,1000,27.99
OFFER-01533,CUST-4F6EE4EC,CMP-003,Personal Loan,Partner_Referral,5,7000,11.99
OFFER-01534,CUST-4F759191,CMP-006,Personal Loan,Partner_Referral,4,6000,11.49
OFFER-01535,CUST-4F7C48EF,CMP-001,Signature Credit Card,Cold_Bought_List,7,10000,13.99
OFFER-01536,CUST-4F82978C,CMP-002,Signature Credit Card,Partner_Referral,7,7500,16.99
OFFER-01537,CUST-4F9CAD60,CMP-003,Personal Loan,Organic_Web_Form,10,20000,6.99
OFFER-01538,CUST-4FA2CB84,CMP-003,Signature Credit Card,Partner_Referral,7,7500,14.99
OFFER-01539,CUST-4FB6D49E,CMP-002,Signature Credit Card,Cold_Bought_List,2,1500,21.99
OFFER-01540,CUST-4FB94F8C,CMP-002,Personal Loan,Organic_Web_Form,7,18000,9.49
OFFER-01541,CUST-4FD38C01,CMP-001,Signature Credit Card,Organic_Web_Form,5,3000,16.99
OFFER-01542,CUST-4FD38C01,CMP-007,Signature Credit Card,Partner_Referral,9,15000,6.99
OFFER-01543,CUST-4FD65D44,CMP-002,Personal Loan,Cold_Bought_List,1,2000,21.99
OFFER-01544,CUST-4FDC3592,CMP-006,Personal Loan,Cold_Bought_List,2,5000,14.99
OFFER-01545,CUST-4FDE6038,CMP-008,Signature Credit Card,Organic_Web_Form,10,15000,10.99
OFFER-01546,CUST-4FFF3982,CMP-009,Personal Loan,Cold_Bought_List,1,2500,22.0
OFFER-01547,CUST-500A1BE5,CMP-002,Signature Credit Card,Partner_Referral,7,7500,15.99
OFFER-01548,CUST-500A1BE5,CMP-003,Personal Loan,Organic_Web_Form,7,20000,6.99
OFFER-01549,CUST-500C4D8B,CMP-008,Personal Loan,Organic_Web_Form,10,30000,5.99
OFFER-01550,CUST-5010AF00,CMP-009,Personal Loan,Organic_Web_Form,8,15000,7.99
OFFER-01551,CUST-50190E58,CMP-002,Signature Credit Card,Organic_Web_Form,5,1000,16.99
OFFER-01552,CUST-5025E0C5,CMP-002,Signature Credit Card,Cold_Bought_List,5,6000,13.99
OFFER-01553,CUST-50364FA4,CMP-002,Signature Credit Card,Organic_Web_Form,3,1000,21.99
OFFER-01554,CUST-50364FA4,CMP-003,Signature Credit Card,Organic_Web_Form,10,10000,12.99
OFFER-01555,CUST-504392F8,CMP-002,Personal Loan,Organic_Web_Form,4,5000,12.49
OFFER-01556,CUST-5059260D,CMP-002,Personal Loan,Partner_Referral,5,5000,10.49
OFFER-01557,CUST-507F688C,CMP-002,Signature Credit Card,Partner_Referral,9,4000,13.99
OFFER-01558,CUST-50830F3C,CMP-001,Signature Credit Card,Cold_Bought_List,1,1000,24.99
OFFER-01559,CUST-5087D7C0,CMP-003,Signature Credit Card,Organic_Web_Form,10,7500,12.99
OFFER-01560,CUST-508847D8,CMP-006,Personal Loan,Cold_Bought_List,2,8000,16.49
OFFER-01561,CUST-508B23B8,CMP-002,Personal Loan,Organic_Web_Form,10,25000,5.99
OFFER-01562,CUST-508B23B8,CMP-009,Personal Loan,Organic_Web_Form,10,20000,6.99
OFFER-01563,CUST-509D7DA7,CMP-009,Personal Loan,Partner_Referral,10,30000,5.99
OFFER-01564,CUST-50D4E3F2,CMP-001,Signature Credit Card,Cold_Bought_List,1,1000,24.99
OFFER-01565,CUST-51256084,CMP-001,Personal Loan,Organic_Web_Form,9,12000,7.5
OFFER-01566,CUST-514AD7BC,CMP-003,Signature Credit Card,Organic_Web_Form,5,3000,18.99
OFFER-01567,CUST-514F8DF8,CMP-002,Signature Credit Card,Cold_Bought_List,5,4000,18.99
OFFER-01568,CUST-515250DD,CMP-002,Signature Credit Card,Partner_Referral,7,6000,15.49
OFFER-01569,CUST-515D0EE2,CMP-002,Personal Loan,Partner_Referral,7,12000,8.49
OFFER-01570,CUST-515FDF30,CMP-001,Personal Loan,Organic_Web_Form,1,5000,15.99
OFFER-01571,CUST-5178E6A8,CMP-003,Personal Loan,Partner_Referral,10,30000,5.99
OFFER-01572,CUST-517FD241,CMP-007,Signature Credit Card,Cold_Bought_List,4,1000,17.99
OFFER-01573,CUST-51803E8E,CMP-002,Personal Loan,Organic_Web_Form,4,5000,12.99
OFFER-01574,CUST-5184703C,CMP-003,Personal Loan,Partner_Referral,7,12000,9.49
OFFER-01575,CUST-51AB1D73,CMP-002,Personal Loan,Organic_Web_Form,5,5000,11.49
OFFER-01576,CUST-51B38C18,CMP-001,Personal Loan,Cold_Bought_List,1,2000,24.99
OFFER-01577,CUST-51B38C18,CMP-002,Personal Loan,Organic_Web_Form,2,5000,12.99
OFFER-01578,CUST-51B38C18,CMP-008,Signature Credit Card,Cold_Bought_List,6,7500,16.99
OFFER-01579,CUST-51B63AF8,CMP-002,Personal Loan,Organic_Web_Form,5,8000,11.99
OFFER-01580,CUST-51C13DF3,CMP-001,Signature Credit Card,Cold_Bought_List,1,1000,24.99
OFFER-01581,CUST-51C34BFB,CMP-007,Signature Credit Card,Partner_Referral,9,7500,6.99
OFFER-01582,CUST-51DDE5EF,CMP-001,Signature Credit Card,Cold_Bought_List,3,1000,18.99
OFFER-01583,CUST-51ECF55D,CMP-001,Personal Loan,Partner_Referral,9,20000,6.99
OFFER-01584,CUST-51ECF55D,CMP-007,Signature Credit Card,Partner_Referral,7,6000,15.99
OFFER-01585,CUST-5201DAF8,CMP-001,Personal Loan,Partner_Referral,7,15000,9.49
OFFER-01586,CUST-5211BE3A,CMP-003,Personal Loan,Cold_Bought_List,1,5000,29.99
OFFER-01587,CUST-5214BE78,CMP-002,Signature Credit Card,Cold_Bought_List,2,500,24.99
OFFER-01588,CUST-521CF194,CMP-003,Signature Credit Card,Cold_Bought_List,1,1000,24.99
OFFER-01589,CUST-52217EE7,CMP-003,Signature Credit Card,Cold_Bought_List,1,1000,24.99
OFFER-01590,CUST-523523B2,CMP-006,Personal Loan,Partner_Referral,9,20000,6.99
OFFER-01591,CUST-52390C90,CMP-002,Personal Loan,Organic_Web_Form,10,25000,6.99
OFFER-01592,CUST-5246AFE5,CMP-002,Personal Loan,Cold_Bought_List,1,5000,15.99
OFFER-01593,CUST-524F9D4C,CMP-003,Signature Credit Card,Cold_Bought_List,2,1000,18.99
OFFER-01594,CUST-5258E0AE,CMP-002,Signature Credit Card,Partner_Referral,7,7500,12.49
OFFER-01595,CUST-525CB0FC,CMP-006,Personal Loan,Partner_Referral,7,8000,9.49
OFFER-01596,CUST-527DA307,CMP-001,Personal Loan,Organic_Web_Form,10,30000,6.5
OFFER-01597,CUST-52828017,CMP-001,Signature Credit Card,Organic_Web_Form,1,3000,18.99
OFFER-01598,CUST-529C145A,CMP-002,Signature Credit Card,Cold_Bought_List,4,1500,16.5
OFFER-01599,CUST-529C30E9,CMP-001,Personal Loan,Organic_Web_Form,9,12000,7.99
OFFER-01600,CUST-52A1107C,CMP-001,Signature Credit Card,Organic_Web_Form,7,10000,10.99
OFFER-01601,CUST-52A1107C,CMP-008,Signature Credit Card,Cold_Bought_List,2,1000,24.99
OFFER-01602,CUST-52B0B969,CMP-006,Personal Loan,Cold_Bought_List,4,8000,16.49
OFFER-01603,CUST-52C7586B,CMP-001,Personal Loan,Organic_Web_Form,5,12000,9.49
OFFER-01604,CUST-52D70971,CMP-009,Personal Loan,Cold_Bought_List,1,5000,17.99
OFFER-01605,CUST-52EB5497,CMP-001,Signature Credit Card,Partner_Referral,9,7500,10.99
OFFER-01606,CUST-52EB5497,CMP-007,Personal Loan,Organic_Web_Form,9,20000,6.99
OFFER-01607,CUST-52F89F38,CMP-001,Signature Credit Card,Organic_Web_Form,5,1000,17.99
OFFER-01608,CUST-52F89F38,CMP-002,Signature Credit Card,Cold_Bought_List,5,5000,17.99
OFFER-01609,CUST-52F89F38,CMP-005,Signature Credit Card,Organic_Web_Form,5,5000,14.99
OFFER-01610,CUST-52F89F38,CMP-013,Personal Loan,Cold_Bought_List,1,5000,24.99
OFFER-01611,CUST-530A0539,CMP-008,Personal Loan,Organic_Web_Form,5,8000,11.49
OFFER-01612,CUST-5315E510,CMP-002,Personal Loan,Organic_Web_Form,10,25000,6.49
OFFER-01613,CUST-5318C703,CMP-006,Personal Loan,Organic_Web_Form,9,30000,6.99
OFFER-01614,CUST-53424892,CMP-003,Personal Loan,Organic_Web_Form,8,5000,9.0
OFFER-01615,CUST-53646508,CMP-006,Personal Loan,Cold_Bought_List,4,8000,16.99
OFFER-01616,CUST-5371B2DC,CMP-002,Personal Loan,Organic_Web_Form,10,25000,5.99
OFFER-01617,CUST-537973EF,CMP-002,Personal Loan,Cold_Bought_List,1,5000,21.99
OFFER-01618,CUST-5384072F,CMP-004,Personal Loan,Partner_Referral,7,20000,15.5
OFFER-01619,CUST-5384072F,CMP-005,Personal Loan,Cold_Bought_List,4,20000,19.0
OFFER-01620,CUST-539708F3,CMP-009,Personal Loan,Cold_Bought_List,1,8000,22.0
OFFER-01621,CUST-539AB9B8,CMP-001,Signature Credit Card,Organic_Web_Form,10,7500,14.99
OFFER-01622,CUST-539D651D,CMP-003,Signature Credit Card,Cold_Bought_List,1,1000,24.99
OFFER-01623,CUST-53A8150D,CMP-003,Personal Loan,Partner_Referral,10,25000,6.49
OFFER-01624,CUST-53AC70AA,CMP-006,Personal Loan,Partner_Referral,4,15000,12.5
OFFER-01625,CUST-53DF6AD7,CMP-003,Signature Credit Card,Cold_Bought_List,1,2000,29.99
OFFER-01626,CUST-53E02EB1,CMP-006,Personal Loan,Partner_Referral,7,20000,6.99
OFFER-01627,CUST-53E58E08,CMP-002,Personal Loan,Organic_Web_Form,7,8000,9.49
OFFER-01628,CUST-5403D5ED,CMP-008,Signature Credit Card,Organic_Web_Form,10,7500,14.99
OFFER-01629,CUST-541D9290,CMP-001,Signature Credit Card,Cold_Bought_List,2,1000,24.99
OFFER-01630,CUST-542A3875,CMP-009,Personal Loan,Organic_Web_Form,5,5000,12.99
OFFER-01631,CUST-54639A58,CMP-006,Personal Loan,Organic_Web_Form,4,5000,11.49
OFFER-01632,CUST-548E592A,CMP-006,Personal Loan,Organic_Web_Form,5,5000,11.99
OFFER-01633,CUST-5497962A,CMP-003,Signature Credit Card,Organic_Web_Form,7,7500,10.49
OFFER-01634,CUST-549E16DD,CMP-002,Personal Loan,Organic_Web_Form,7,18000,9.49
OFFER-01635,CUST-54A616A8,CMP-002,Personal Loan,Organic_Web_Form,6,8000,10.99
OFFER-01636,CUST-54A74CFC,CMP-005,Signature Credit Card,Partner_Referral,9,10000,14.99
OFFER-01637,CUST-54C6798A,CMP-009,Personal Loan,Cold_Bought_List,1,2000,24.99
OFFER-01638,CUST-54D53B6D,CMP-001,Signature Credit Card,Cold_Bought_List,1,1000,24.99
OFFER-01639,CUST-54EB6A07,CMP-007,Signature Credit Card,Cold_Bought_List,2,2000,21.99
OFFER-01640,CUST-550B672F,CMP-001,Signature Credit Card,Cold_Bought_List,7,10000,13.99
OFFER-01641,CUST-550B672F,CMP-007,Signature Credit Card,Cold_Bought_List,1,1000,24.99
OFFER-01642,CUST-5510CE46,CMP-007,Personal Loan,Cold_Bought_List,2,8000,11.5
OFFER-01643,CUST-551DA468,CMP-003,Signature Credit Card,Partner_Referral,7,3000,14.99
OFFER-01644,CUST-554F132D,CMP-003,Signature Credit Card,Partner_Referral,5,1500,20.49
OFFER-01645,CUST-55571172,CMP-009,Personal Loan,Cold_Bought_List,1,2500,22.5
OFFER-01646,CUST-555AC1F1,CMP-003,Signature Credit Card,Cold_Bought_List,3,1500,18.99
OFFER-01647,CUST-556A5290,CMP-006,Personal Loan,Partner_Referral,4,6000,16.99
OFFER-01648,CUST-55905ABE,CMP-005,Signature Credit Card,Organic_Web_Form,9,10000,12.99
OFFER-01649,CUST-55AE821F,CMP-001,Signature Credit Card,Cold_Bought_List,2,1500,21.99
OFFER-01650,CUST-55B37242,CMP-002,Personal Loan,Organic_Web_Form,5,8000,11.49
OFFER-01651,CUST-55B37242,CMP-007,Signature Credit Card,Cold_Bought_List,1,1000,24.99
OFFER-01652,CUST-55BE428F,CMP-001,Signature Credit Card,Partner_Referral,9,7500,10.49
OFFER-01653,CUST-55C9F1B3,CMP-001,Signature Credit Card,Cold_Bought_List,1,500,22.99
OFFER-01654,CUST-55DD0D6E,CMP-002,Personal Loan,Organic_Web_Form,10,30000,6.99
OFFER-01655,CUST-55F2FFB7,CMP-002,Personal Loan,Organic_Web_Form,4,5000,11.49
OFFER-01656,CUST-55F2FFB7,CMP-009,Personal Loan,Organic_Web_Form,4,8000,11.49
OFFER-01657,CUST-55FA8FA6,CMP-002,Signature Credit Card,Cold_Bought_List,1,200,26.99
OFFER-01658,CUST-55FD24C6,CMP-003,Personal Loan,Organic_Web_Form,7,8000,10.49
OFFER-01659,CUST-560C851D,CMP-002,Personal Loan,Cold_Bought_List,3,5000,14.99
OFFER-01660,CUST-5624915E,CMP-008,Personal Loan,Organic_Web_Form,4,8000,16.99
OFFER-01661,CUST-5627A7FB,CMP-007,Signature Credit Card,Organic_Web_Form,4,1000,24.99
OFFER-01662,CUST-563D9402,CMP-002,Signature Credit Card,Organic_Web_Form,10,10000,6.99
OFFER-01663,CUST-563D9402,CMP-003,Personal Loan,Organic_Web_Form,10,25000,5.99
OFFER-01664,CUST-56428A37,CMP-002,Signature Credit Card,Partner_Referral,5,6000,15.49
OFFER-01665,CUST-564837DE,CMP-006,Personal Loan,Organic_Web_Form,4,5000,12.49
OFFER-01666,CUST-5650ADC6,CMP-009,Personal Loan,Partner_Referral,10,30000,5.99
OFFER-01667,CUST-5658E446,CMP-001,Personal Loan,Partner_Referral,9,15000,7.99
OFFER-01668,CUST-565EC38F,CMP-008,Personal Loan,Partner_Referral,9,15000,6.99
OFFER-01669,CUST-5669BB41,CMP-003,Signature Credit Card,Organic_Web_Form,7,10000,12.99
OFFER-01670,CUST-5673805B,CMP-006,Personal Loan,Cold_Bought_List,1,3000,24.99
OFFER-01671,CUST-56921F79,CMP-010,Personal Loan,Partner_Referral,10,30000,5.99
OFFER-01672,CUST-5693038B,CMP-003,Personal Loan,Organic_Web_Form,10,20000,6.99
OFFER-01673,CUST-5697DDB1,CMP-003,Personal Loan,Organic_Web_Form,6,5000,11.5
OFFER-01674,CUST-569EAF1B,CMP-002,Personal Loan,Cold_Bought_List,1,3000,16.49
OFFER-01675,CUST-56AE5853,CMP-002,Personal Loan,Cold_Bought_List,5,6000,13.99
OFFER-01676,CUST-56B5897A,CMP-002,Signature Credit Card,Partner_Referral,4,1000,20.0
OFFER-01677,CUST-56C794C8,CMP-001,Signature Credit Card,Cold_Bought_List,7,6000,13.99
OFFER-01678,CUST-56CCCA06,CMP-006,Personal Loan,Partner_Referral,7,15000,10.5
OFFER-01679,CUST-56ED8D38,CMP-001,Signature Credit Card,Cold_Bought_List,2,1000,22.99
OFFER-01680,CUST-56F67903,CMP-003,Signature Credit Card,Partner_Referral,10,7500,14.99
OFFER-01681,CUST-56FEABD0,CMP-002,Personal Loan,Organic_Web_Form,5,12000,8.49
OFFER-01682,CUST-57098938,CMP-006,Personal Loan,Cold_Bought_List,2,3000,16.5
OFFER-01683,CUST-570F49BD,CMP-003,Signature Credit Card,Cold_Bought_List,1,1500,24.99
OFFER-01684,CUST-571C2AAD,CMP-004,Signature Credit Card,Cold_Bought_List,2,3000,22.99
OFFER-01685,CUST-5734BDB2,CMP-003,Signature Credit Card,Partner_Referral,10,10000,6.99
OFFER-01686,CUST-57469C17,CMP-001,Signature Credit Card,Organic_Web_Form,10,7500,14.99
OFFER-01687,CUST-5760FB27,CMP-002,Personal Loan,Organic_Web_Form,10,30000,5.99
OFFER-01688,CUST-576C41E2,CMP-002,Signature Credit Card,Partner_Referral,7,6000,13.99
OFFER-01689,CUST-5773E6A2,CMP-006,Personal Loan,Partner_Referral,4,6000,16.99
OFFER-01690,CUST-577B9C0E,CMP-007,Personal Loan,Partner_Referral,5,15000,11.5
OFFER-01691,CUST-578331A3,CMP-001,Signature Credit Card,Cold_Bought_List,7,6000,13.99
OFFER-01692,CUST-57969E66,CMP-002,Personal Loan,Organic_Web_Form,7,8000,9.49
OFFER-01693,CUST-5798B78B,CMP-001,Signature Credit Card,Cold_Bought_List,2,500,24.99
OFFER-01694,CUST-57ABA814,CMP-009,Personal Loan,Cold_Bought_List,1,3000,24.99
OFFER-01695,CUST-57AF1D15,CMP-003,Personal Loan,Organic_Web_Form,8,30000,7.99
OFFER-01696,CUST-57BA2337,CMP-001,Signature Credit Card,Organic_Web_Form,9,7500,6.99
OFFER-01697,CUST-57CC03BE,CMP-007,Personal Loan,Organic_Web_Form,10,30000,6.99
OFFER-01698,CUST-57D6E763,CMP-003,Signature Credit Card,Cold_Bought_List,1,2000,25.99
OFFER-01699,CUST-57FC6C28,CMP-006,Personal Loan,Organic_Web_Form,5,6000,11.49
OFFER-01700,CUST-580B3C5B,CMP-006,Personal Loan,Cold_Bought_List,2,8000,16.99
OFFER-01701,CUST-5813A04C,CMP-002,Personal Loan,Organic_Web_Form,7,8000,9.49
OFFER-01702,CUST-581E7589,CMP-006,Personal Loan,Partner_Referral,4,8000,13.49
OFFER-01703,CUST-584FF921,CMP-002,Signature Credit Card,Partner_Referral,6,4000,16.99
OFFER-01704,CUST-586D216D,CMP-001,Signature Credit Card,Organic_Web_Form,8,15000,13.49
OFFER-01705,CUST-58711854,CMP-002,Signature Credit Card,Organic_Web_Form,7,4000,12.99
OFFER-01706,CUST-58711854,CMP-003,Signature Credit Card,Cold_Bought_List,1,500,22.99
OFFER-01707,CUST-58711854,CMP-009,Personal Loan,Organic_Web_Form,10,30000,5.99
OFFER-01708,CUST-58711854,CMP-010,Signature Credit Card,Partner_Referral,5,3000,15.99
OFFER-01709,CUST-587428C6,CMP-003,Personal Loan,Organic_Web_Form,8,7000,9.5
OFFER-01710,CUST-587E53BE,CMP-005,Signature Credit Card,Partner_Referral,4,6000,16.99
OFFER-01711,CUST-588F3528,CMP-002,Signature Credit Card,Cold_Bought_List,1,500,27.99
OFFER-01712,CUST-58A79858,CMP-003,Personal Loan,Cold_Bought_List,1,2000,24.99
OFFER-01713,CUST-58A79858,CMP-010,Signature Credit Card,Cold_Bought_List,4,2000,17.99
OFFER-01714,CUST-58A8DD80,CMP-001,Signature Credit Card,Cold_Bought_List,7,10000,10.99
OFFER-01715,CUST-58D401E0,CMP-007,Signature Credit Card,Partner_Referral,9,7500,14.99
OFFER-01716,CUST-58D7496A,CMP-002,Signature Credit Card,Partner_Referral,10,5000,14.99
OFFER-01717,CUST-58DE6636,CMP-010,Personal Loan,Organic_Web_Form,9,40000,6.49
OFFER-01718,CUST-58E0F038,CMP-002,Business Loan,Cold_Bought_List,8,30000,9.5
OFFER-01719,CUST-58FECF00,CMP-005,Personal Loan,Cold_Bought_List,1,5000,24.99
OFFER-01720,CUST-59016269,CMP-001,Signature Credit Card,Cold_Bought_List,7,6000,13.49
OFFER-01721,CUST-59040C76,CMP-006,Personal Loan,Partner_Referral,4,6000,11.49
OFFER-01722,CUST-59141B61,CMP-001,Signature Credit Card,Cold_Bought_List,10,10000,9.99
OFFER-01723,CUST-5929AD38,CMP-008,Personal Loan,Organic_Web_Form,4,7000,10.49
OFFER-01724,CUST-5942E7B1,CMP-001,Personal Loan,Cold_Bought_List,7,12000,10.99
OFFER-01725,CUST-594BCE21,CMP-002,Personal Loan,Organic_Web_Form,7,5000,9.49
